,DOI,Title,Abstract,Date,Journal,catalyst,reactant,Method,Product
10,10.1016/j.cscee.2022.100290,Pyrolysis of PP and HDPE from plastic packaging waste into liquid hydrocarbons using natural zeolite Lampung as a catalyst,"This study aims to convert plastic waste into fuel oil through the pyrolysis process that assisted by natural zeolite as catalyst. Evaluation of the catalytic ability of natural zeolite was carried out in a batch reactor with various reaction conditions. The optimum conditions for pyrolysis of PP and HDPE samples were obtained by adding a catalyst of 7% and 3% (w/w) with an oil yield of 69.69% and 65.60% liquid fraction, respectively. The use of natural zeolite catalysts in the pyrolysis of PP and HDPE from plastic waste offered a simple method and demonstrated reliable catalyst performance.",June 2023,Case Studies in Chemical and Environmental Engineering,['zeolite'],['plastic waste'],"['pyrolysis', 'pyrolysis process', 'pyrolysis']","['fuel oil', 'oil yield']"
11,10.1016/j.jenvman.2021.113145,Catalytic pyrolysis of mechanically non-recyclable waste plastics mixture: Kinetics and pyrolysis in laboratory-scale reactor,"Post-consumer waste plastics that cannot be mechanically recycled represent a concerning environmental issue. According to the latest available data for Europe, as much as 25% of collected post-consumer waste plastics are landfilled, 43% is energy recovered, and 32% is recycled. One possible way of recovering non-recyclable plastics is pyrolysis, which is considered environmentally friendly technology for obtaining fuel or chemicals from plastic waste. To tackle the challenge of recovering non-recyclable plastics via pyrolysis, it is necessary to determine their actual composition. Visual separation of collected non-recyclable plastics was performed, and Fourier-transform infrared spectroscopy was used to confirm the accuracy of visual separation. A significant amount of plastics labelled as “other” was found. Since the composition of “other” waste plastics has not been sufficiently investigated, relatively few studies on their pyrolysis have been conducted. Therefore, they were characterised and added to the mixture with other found polymer types of non-recyclable plastics. Thermogravimetric analysis was conducted to determine thermochemical behaviour and kinetic parameters required for laboratory pyrolysis investigation. Kinetic analysis was conducted using the Friedman isoconversional model-free method and non-linear multivariate regression method. The goal of this paper was to analyse the kinetics, determine the product yield and characteristics of the pyrolysis process of non-recyclable plastics over zeolite catalysts. It was found how the decomposition of non-recyclable plastics occurs in two decomposition steps. The activation energy of non-recyclable plastics was 144 kJ/mol in the first stage of decomposition and 262 kJ/mol in the second stage of decomposition. It decreased by 34% and 6.5% after fresh fluid catalytic cracking catalyst was added and 41% and 18.3% with iron-modified Zeolite Socony Mobil-5 catalyst. The yield of condensate was 55% (wax) for the original sample, and it decreased to 50% (wax and oil) and 27% (mostly oil) with fresh fluid catalytic cracking and iron modified Zeolite Socony Mobil-5 catalysts. Processes with catalysts promoted the formation of olefins and aromatic compounds in pyrolytic oil. All pyrolysis products had a high value of higher heating value ranging from 39 MJ/kg to 43 MJ/kg showing good potential for further energy use.",15 October 2021,Journal of Environmental Management,"['zeolite', 'environmental', 'environmentally', 'iron-modified', 'Zeolite']","['Post-consumer waste plastics', 'collected post-consumer waste plastics', 'non-recyclable plastics', 'plastic waste', 'collected non-recyclable plastics', 'plastics', '“other” waste plastics', 'polymer types']","['pyrolysis', 'pyrolysis', 'laboratory pyrolysis investigation', 'conversion', 'Friedman isoconversional model-free method non-linear multivariate regression method', 'pyrolysis process', 'All pyrolysis products']","['product yield', 'The activation energy', 'oil', 'oil', 'pyrolytic oil', 'All pyrolysis products', 'energy use']"
12,10.1016/j.jenvman.2021.113145,Catalytic pyrolysis of mechanically non-recyclable waste plastics mixture: Kinetics and pyrolysis in laboratory-scale reactor,"Post-consumer waste plastics that cannot be mechanically recycled represent a concerning environmental issue. According to the latest available data for Europe, as much as 25% of collected post-consumer waste plastics are landfilled, 43% is energy recovered, and 32% is recycled. One possible way of recovering non-recyclable plastics is pyrolysis, which is considered environmentally friendly technology for obtaining fuel or chemicals from plastic waste. To tackle the challenge of recovering non-recyclable plastics via pyrolysis, it is necessary to determine their actual composition. Visual separation of collected non-recyclable plastics was performed, and Fourier-transform infrared spectroscopy was used to confirm the accuracy of visual separation. A significant amount of plastics labelled as “other” was found. Since the composition of “other” waste plastics has not been sufficiently investigated, relatively few studies on their pyrolysis have been conducted. Therefore, they were characterised and added to the mixture with other found polymer types of non-recyclable plastics. Thermogravimetric analysis was conducted to determine thermochemical behaviour and kinetic parameters required for laboratory pyrolysis investigation. Kinetic analysis was conducted using the Friedman isoconversional model-free method and non-linear multivariate regression method. The goal of this paper was to analyse the kinetics, determine the product yield and characteristics of the pyrolysis process of non-recyclable plastics over zeolite catalysts. It was found how the decomposition of non-recyclable plastics occurs in two decomposition steps. The activation energy of non-recyclable plastics was 144 kJ/mol in the first stage of decomposition and 262 kJ/mol in the second stage of decomposition. It decreased by 34% and 6.5% after fresh fluid catalytic cracking catalyst was added and 41% and 18.3% with iron-modified Zeolite Socony Mobil-5 catalyst. The yield of condensate was 55% (wax) for the original sample, and it decreased to 50% (wax and oil) and 27% (mostly oil) with fresh fluid catalytic cracking and iron modified Zeolite Socony Mobil-5 catalysts. Processes with catalysts promoted the formation of olefins and aromatic compounds in pyrolytic oil. All pyrolysis products had a high value of higher heating value ranging from 39 MJ/kg to 43 MJ/kg showing good potential for further energy use.",15 October 2021,Journal of Environmental Management,"['zeolite', 'environmental', 'environmentally', 'iron-modified', 'Zeolite']","['Post-consumer waste plastics', 'collected post-consumer waste plastics', 'non-recyclable plastics', 'plastic waste', 'collected non-recyclable plastics', 'plastics', '“other” waste plastics', 'polymer types']","['pyrolysis', 'pyrolysis', 'laboratory pyrolysis investigation', 'conversion', 'Friedman isoconversional model-free method non-linear multivariate regression method', 'pyrolysis process', 'All pyrolysis products']","['product yield', 'The activation energy', 'oil', 'oil', 'pyrolytic oil', 'All pyrolysis products', 'energy use']"
13,10.1016/j.enconman.2019.112088,Recycling benzene and ethylbenzene from in-situ catalytic fast pyrolysis of plastic wastes,"Recovering waste plastics by catalytic fast pyrolysis to selectively generate aromatic hydrocarbons is a promising approach to dispose of solid wastes. In the present work, catalytic conversion of polystyrene over ultra-stable Y zeolites (USY) was conducted to directionally produce benzene and ethylbenzene. Experimental results indicated that catalyst type considerably affected the distribution of aromatic hydrocarbons, and USY with high surface area (734 m2/g), large pore size (5.6 nm), and an abundant amount of strong acid sites (1.21 mmol/g) exhibited the most effective shape selectivity for ethylbenzene and benzene generation as the yield enhanced rate reached 401.8% and 61.1%, respectively. Plastic type also played a vital role in the formation of desirable aromatic hydrocarbons, and polystyrene was more beneficial to the production of ethylbenzene as a 54-fold increase was obtained compared to polycarbonate in the catalytic degradation process. Concerning reaction conditions to maximize the formation of benzene and ethylbenzene in the catalytic decomposition of polystyrene, the catalyst/feedstock mass ratio, Si/Al mole ratio in USY, and catalytic conversion temperature could be optimized at 1.5, 5.3, and 650 °C, respectively.",15 November 2019,Energy Conversion and Management,"['Si/Al', 'zeolites']","['waste plastics', 'solid wastes', 'polystyrene']","['pyrolysis', 'catalytic fast pyrolysis', 'conversion', 'catalytic conversion', 'degradation', 'catalytic degradation process', 'catalytic conversion temperature']","['polystyrene', 'production']"
14,10.1016/j.enconman.2019.112088,Recycling benzene and ethylbenzene from in-situ catalytic fast pyrolysis of plastic wastes,"Recovering waste plastics by catalytic fast pyrolysis to selectively generate aromatic hydrocarbons is a promising approach to dispose of solid wastes. In the present work, catalytic conversion of polystyrene over ultra-stable Y zeolites (USY) was conducted to directionally produce benzene and ethylbenzene. Experimental results indicated that catalyst type considerably affected the distribution of aromatic hydrocarbons, and USY with high surface area (734 m2/g), large pore size (5.6 nm), and an abundant amount of strong acid sites (1.21 mmol/g) exhibited the most effective shape selectivity for ethylbenzene and benzene generation as the yield enhanced rate reached 401.8% and 61.1%, respectively. Plastic type also played a vital role in the formation of desirable aromatic hydrocarbons, and polystyrene was more beneficial to the production of ethylbenzene as a 54-fold increase was obtained compared to polycarbonate in the catalytic degradation process. Concerning reaction conditions to maximize the formation of benzene and ethylbenzene in the catalytic decomposition of polystyrene, the catalyst/feedstock mass ratio, Si/Al mole ratio in USY, and catalytic conversion temperature could be optimized at 1.5, 5.3, and 650 °C, respectively.",15 November 2019,Energy Conversion and Management,"['Si/Al', 'zeolites']","['waste plastics', 'solid wastes', 'polystyrene']","['pyrolysis', 'catalytic fast pyrolysis', 'conversion', 'catalytic conversion', 'degradation', 'catalytic degradation process', 'catalytic conversion temperature']","['polystyrene', 'production']"
15,10.1016/j.psep.2022.11.009,Thermal and catalytic pyrolysis of a real mixture of post-consumer plastic waste: An analysis of the gasoline-range product,"In this work, the thermal and catalytic pyrolysis of different types of plastic waste and a real mixture were investigated in a fixed-bed reactor over different catalysts (CaO, MgO, HY, HZSM-5). Important differences in gas, liquid, and solid yields were found as a function of polymer type. The highest gas yield was obtained with expanded polystyrene (52.3%), and the maximum oil production with high-impact polystyrene (55.5%), while polypropylene film led to the highest char release (17.5%). Regarding the composition of the liquid oil, high-impact polystyrene showed the highest yield of gasoline-range product (426 g per kg of pyrolyzed plastic), mainly composed of aromatics compounds (90%). The addition of catalysts increased the gas yield to the detriment of the oil produced. The effect was more evident for zeolite-type catalysts, i.e., the gas yield raised from 43.3 (non-catalytic) to 51.5% (HZSM-5). Low influence on the oil composition, i.e., gasoline-range product, was detected. This can be explained by the fast deactivation of catalysts because of coke deposition. Only an increase in the fraction of gasoline in liquid oil was observed when low-cost catalysts (CaO and MgO) were used, without significant changes in the composition of this product.",December 2022,Process Safety and Environmental Protection,"['CaO', 'MgO', 'zeolite-type']","['plastic waste', 'polymer type', 'expanded polystyrene', 'high-impact polystyrene', 'polypropylene film', 'liquid oil, high-impact polystyrene', 'pyrolyzed plastic']","['pyrolysis', 'thermal catalytic pyrolysis', 'thermal']","['maximum oil production', 'expanded polystyrene', 'high-impact polystyrene', 'gasoline-range product', 'liquid oil, high-impact polystyrene', 'oil', 'i.e., gasoline-range product', 'oil composition', 'product', 'liquid oil']"
16,10.1016/j.psep.2022.11.009,Thermal and catalytic pyrolysis of a real mixture of post-consumer plastic waste: An analysis of the gasoline-range product,"In this work, the thermal and catalytic pyrolysis of different types of plastic waste and a real mixture were investigated in a fixed-bed reactor over different catalysts (CaO, MgO, HY, HZSM-5). Important differences in gas, liquid, and solid yields were found as a function of polymer type. The highest gas yield was obtained with expanded polystyrene (52.3%), and the maximum oil production with high-impact polystyrene (55.5%), while polypropylene film led to the highest char release (17.5%). Regarding the composition of the liquid oil, high-impact polystyrene showed the highest yield of gasoline-range product (426 g per kg of pyrolyzed plastic), mainly composed of aromatics compounds (90%). The addition of catalysts increased the gas yield to the detriment of the oil produced. The effect was more evident for zeolite-type catalysts, i.e., the gas yield raised from 43.3 (non-catalytic) to 51.5% (HZSM-5). Low influence on the oil composition, i.e., gasoline-range product, was detected. This can be explained by the fast deactivation of catalysts because of coke deposition. Only an increase in the fraction of gasoline in liquid oil was observed when low-cost catalysts (CaO and MgO) were used, without significant changes in the composition of this product.",December 2022,Process Safety and Environmental Protection,"['CaO', 'MgO', 'zeolite-type']","['plastic waste', 'polymer type', 'expanded polystyrene', 'high-impact polystyrene', 'polypropylene film', 'liquid oil, high-impact polystyrene', 'pyrolyzed plastic']","['pyrolysis', 'thermal catalytic pyrolysis', 'thermal']","['maximum oil production', 'expanded polystyrene', 'high-impact polystyrene', 'gasoline-range product', 'liquid oil, high-impact polystyrene', 'oil', 'i.e., gasoline-range product', 'oil composition', 'product', 'liquid oil']"
17,10.1016/j.jclepro.2022.133794,Waste plastic thermal-transformed CNT@Fe–Mo/MgO for free radical activation and bacteria sterilization,"Pyrolysis technology has been focused on waste plastics for recycling. However, there is rare research for reusing pyrolysis products (carbon nanotubes). Based on pyrolysis technology of waste polypropylene (PP) plastic, carbon nanotube coated Fe–Mo/MgO nanomaterial (CNT@Fe–Mo/MgO) was prepared by chemical vapor deposition to remove Gram-pathogenic bacteria. The addition of Mo and MgO promoted the cracking of PP plastic and the formation of MWCNTs. The as-obtained CNT@Fe–Mo/MgO can stimulate H2O/O2 to produce abundant ·OH, ·O2 − and 1O2 radicals, which probably resulting from the synergistic effect of delocalization of CNTs and REDOX pair of Fe3O4. Consequently, the removal rate of Escherichia coli and Staphylococcus aureus by CNT@Fe–Mo/MgO composite catalyst can reach 100% within 2h, without the help of any additional energy or active oxidant. At the same time, the material is remarkable stability and reusability with complete removal of pathogens after six cycles. This study not only provides a method for the synthesis of highly effective sterilizers, but also opens up a new direction for the application of functional carbon nanocomposites prepared by pyrolysis of waste plastics.",1 November 2022,Journal of Cleaner Production,"['Fe–Mo/MgO', 'Fe', 'Fe3O4', 'Mo/MgO', 'MgO', '–Mo/MgO', 'Mo']","['waste plastics', 'waste polypropylene', '(PP) plastic', 'PP plastic']","['pyrolysis', 'pyrolysis products', 'pyrolysis technology']","['pyrolysis products', 'additional energy']"
18,10.1016/j.fuproc.2022.107523,"hydrothermal co-liquefaction of biomass and plastic wastes into biofuel: Study on catalyst property, product distribution and synergistic effects","This study reports an efficient conversion route for prosopis juliflora (PJ) biomass into high-quality bio-oil through catalytic hydrothermal liquefaction (HTL) process with systematically substituted hydrogen-rich plastic waste ‘polypropylene (PP)’, and using alumina supported metal oxide (Mo, Ni, W, and Nb) catalysts. The HTL treatments of PJ with PP (0-75 wt.%) were investigated in both sub and supercritical water conditions. An excellent synergy between PP and PJ was observed even in subcritical conditions (97.6% synergy at 340 °C at 25% PP to PJ), while efficient liquefaction of PP alone was observed only in the supercritical conditions. The optimum temperature, and PP substitution were found to be 420 °C and 25% respectively, with 46.5% bio-oil yield, high deoxygenation (65.1%), and carbon recovery (78.9%) when using Nb/Al2O3 as the catalyst. An in-depth analysis of physicochemical properties and the bio-oil product distribution with respect to each catalyst and PP/PJ substitution ratio are discussed in detail. Among all, the Nb/Al2O3 catalyst performed well with remarkable recyclability up to 10 cycles. The produced bio-oil mixture due to its low oxygen content is very promising to be upgraded to precursors for chemicals and transportation biofuels.",15 December 2022,Fuel Processing Technology,"['Nb', 'Nb/Al2O3', 'Mo', 'Ni', 'alumina']","['systematically substituted hydrogen-rich plastic waste', 'polypropylene (PP']","['conversion', 'efficient conversion route', 'thermal', 'catalytic hydrothermal liquefaction (HTL) process']","['oil', '46.5% bio-oil yield', 'bio-oil product distribution', 'The produced bio-oil mixture']"
19,10.1016/j.fuproc.2022.107523,"hydrothermal co-liquefaction of biomass and plastic wastes into biofuel: Study on catalyst property, product distribution and synergistic effects","This study reports an efficient conversion route for prosopis juliflora (PJ) biomass into high-quality bio-oil through catalytic hydrothermal liquefaction (HTL) process with systematically substituted hydrogen-rich plastic waste ‘polypropylene (PP)’, and using alumina supported metal oxide (Mo, Ni, W, and Nb) catalysts. The HTL treatments of PJ with PP (0-75 wt.%) were investigated in both sub and supercritical water conditions. An excellent synergy between PP and PJ was observed even in subcritical conditions (97.6% synergy at 340 °C at 25% PP to PJ), while efficient liquefaction of PP alone was observed only in the supercritical conditions. The optimum temperature, and PP substitution were found to be 420 °C and 25% respectively, with 46.5% bio-oil yield, high deoxygenation (65.1%), and carbon recovery (78.9%) when using Nb/Al2O3 as the catalyst. An in-depth analysis of physicochemical properties and the bio-oil product distribution with respect to each catalyst and PP/PJ substitution ratio are discussed in detail. Among all, the Nb/Al2O3 catalyst performed well with remarkable recyclability up to 10 cycles. The produced bio-oil mixture due to its low oxygen content is very promising to be upgraded to precursors for chemicals and transportation biofuels.",15 December 2022,Fuel Processing Technology,"['Nb', 'Nb/Al2O3', 'Mo', 'Ni', 'alumina']","['systematically substituted hydrogen-rich plastic waste', 'polypropylene (PP']","['conversion', 'efficient conversion route', 'thermal', 'catalytic hydrothermal liquefaction (HTL) process']","['oil', '46.5% bio-oil yield', 'bio-oil product distribution', 'The produced bio-oil mixture']"
20,10.1016/j.tca.2022.179294,Single step microwaves assisted catalytic conversion of plastic waste into valuable fuel and carbon nanotubes,"The deconstruction of plastic waste into hydrogen, carbonaceous materials and hydrocarbons is an attractive way of meeting the global energy demand. This paper presents single-step microwave pyrolysis of high-density plastic waste using different catalysts to produce hydrogen and carbon nanotubes (CNTs). For catalytic pyrolysis, NiFe2O4, Al2O3, and Fe2O3 catalysts were prepared through a facile sol-gel method. The highest hydrogen yield was recorded with NiFe2O4 catalyst, which is about 57 mmol.g−1. The hydrogen production efficiency was about 93 wt.%. In comparison to polypropylene (PP) and high-density polyethylene (HDPE), the polystyrenes (PS) produced the highest yield of solid carbon (73 wt.%) with NiFe2O4 catalyst. The produced CNTs were characterized through XRD, TEM, SEM, TGA and RAMAN spectroscopy. The NiFe2O4 catalyst produced relatively pure and well-structured CNTs as compared to Al2O3 and Fe2O3 catalysts.",September 2022,Thermochimica Acta,"['Fe2O3', 'NiFe2O4', 'Al2O3']","['plastic waste', 'high-density plastic waste', 'polypropylene', 'high-density polyethylene', 'polystyrenes']","['pyrolysis', 'single-step microwave pyrolysis', 'catalytic pyrolysis']","['global energy demand', 'The hydrogen production efficiency', 'polystyrenes']"
