Title,Pub_name,DOI,Year,Link
Development of nanofibrous collagen-grafted poly (vinyl alcohol)/gelatin/alginate scaffolds as potential skin substitute,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.03.045,2019-06-01,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.03.045?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol increases spontaneous BOLD signal fluctuations in the visual network,NeuroImage,10.1016/j.neuroimage.2010.06.061,2010-11-01,https://api.elsevier.com/content/article/doi/10.1016/j.neuroimage.2010.06.061?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol and drug use among young adults driving to a drinking location,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2013.01.014,2013-09-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2013.01.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Steric and electronic tuning of atropisomeric amino alcohol type ligands with a 1-arylpyrrole backbone,Tetrahedron: Asymmetry,10.1016/j.tetasy.2015.04.002,2015-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.tetasy.2015.04.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Cellulose and lignin as propitious candidates for preparation of hydrogels for pharmaceutical applications,Materials Today Communications,10.1016/j.mtcomm.2022.104617,2022-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.mtcomm.2022.104617?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 10: Glutamate Signaling in Alcohol Abuse and Dependence,Neurobiology of Alcohol Dependence,10.1016/B978-0-12-405941-2.00010-9,2014-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-405941-2.00010-9?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Qualitative process study of community pharmacist brief alcohol intervention effectiveness trial: Can research participation effects explain a null finding?,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2016.01.023,2016-04-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2016.01.023?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Poly(sulfone)/sulfonated poly(ether ether ketone) blend membranes: Morphology study and application in the filtration of alcohol based feeds,Journal of Membrane Science,10.1016/j.memsci.2008.06.055,2008-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.memsci.2008.06.055?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Advances towards the synthesis and characterization of five-membered cyclic alcohols and ketones,Chemical Data Collections,10.1016/j.cdc.2017.03.002,2017-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.cdc.2017.03.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Coupling reactions with haloaromatic amines and alcohols for a practical synthetic route to 2-substituted aminophenyl and hydroxyphenyl pyridines,Tetrahedron Letters,10.1016/j.tetlet.2009.09.160,2009-12-16,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2009.09.160?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 16: Hydrolase-Catalyzed Dynamic Kinetic Resolution of Racemic Alcohols,Future Directions in Biocatalysis,10.1016/B978-0-444-63743-7.00016-0,2017-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-444-63743-7.00016-0?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Advanced sampling, sample preparation and combination of methods applicable in analysis of compounds in aged and deacidified papers. A minireview",Journal of Cultural Heritage,10.1016/j.culher.2022.05.002,2022-05-24,https://api.elsevier.com/content/article/doi/10.1016/j.culher.2022.05.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of aromatic alcohols to corresponding aromatic aldehydes using In<ce:inf loc=post>2</ce:inf>S<ce:inf loc=post>3</ce:inf> microsphere catalyst under visible light irradiation,Chemical Engineering Journal,10.1016/j.cej.2014.02.029,2014-06-01,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2014.02.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Molecular arrangements and interconnected bilayer formation induced by alcohol or polyalcohol in phospholipid vesicles,Colloids and Surfaces B: Biointerfaces,10.1016/j.colsurfb.2014.03.010,2014-05-01,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfb.2014.03.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Heterogeneous Co<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf> catalyst for selective oxidation of aqueous veratryl alcohol using molecular oxygen,Catalysis Communications,10.1016/j.catcom.2012.12.015,2013-03-05,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2012.12.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Extended-release naltrexone reduces alcohol consumption among released prisoners with HIV disease as they transition to the community,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.01.026,2017-05-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.01.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Drinking identity as a mediator of the relationship between drinking motives and weekly alcohol consumption among heavy drinking undergraduate students,Addictive Behaviors,10.1016/j.addbeh.2014.07.013,2014-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2014.07.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chiral recyclable fluorous disulfonamide ligand for catalytic enantioselective cyclopropanation of allylic alcohols,Tetrahedron,10.1016/j.tet.2015.09.024,2015-11-11,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2015.09.024?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 26: Interactions of Alcohol and Nicotine: CNS Sites and Contributions to Their Co-abuse,Addictive Substances and Neurological Disease,10.1016/B978-0-12-805373-7.00026-8,2017-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-805373-7.00026-8?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Cu-Pybox catalyzed synthesis of 2,3-disubstituted imidazo[1,2-<ce:italic>a</ce:italic>]pyridines from 2-aminopyridines and propargyl alcohol derivatives",Tetrahedron,10.1016/j.tet.2016.09.013,2016-10-27,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2016.09.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
New β-amino-α-trifluoromethyl alcohols and their exploration in the synthesis of trifluoromethylated imidazole derivatives,Journal of Fluorine Chemistry,10.1016/j.jfluchem.2011.07.016,2011-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.jfluchem.2011.07.016?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The functionalized poly(ethylene glycol) supported palladium nanoparticles as a highly efficient catalyst for aerobic oxidation of alcohols,Catalysis Communications,10.1016/j.catcom.2009.04.012,2009-06-10,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2009.04.012?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Comparison study of photon attenuation characteristics of Poly vinyl alcohol (PVA) doped with Pb(NO<ce:inf loc=post>3</ce:inf>)<ce:inf loc=post>2</ce:inf> by MCNP5 code, XCOM and experimental results",Progress in Nuclear Energy,10.1016/j.pnucene.2018.10.018,2019-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.pnucene.2018.10.018?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Corrigendum to “Designing Kappa-carrageenan/guar gum/polyvinyl alcohol-based pH-responsive silane-crosslinked hydrogels for controlled release of cephradine” [J. Drug Deliv. Sci. Technol. 67 (2022) 102969],Journal of Drug Delivery Science and Technology,10.1016/j.jddst.2022.103748,2022-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.jddst.2022.103748?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Magnesium oxide supported nano-gold: A highly active catalyst for solvent-free oxidation of benzyl alcohol to benzaldehyde by TBHP,Catalysis Communications,10.1016/j.catcom.2009.05.020,2009-07-25,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2009.05.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Comorbidity and risk indicators for alcohol use disorders among persons with anxiety and/or depressive disorders: Findings from the Netherlands Study of Depression and Anxiety (NESDA),Journal of Affective Disorders,10.1016/j.jad.2010.12.014,2011-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.jad.2010.12.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A polyvinyl alcohol-coated core-shell magnetic nanoparticle for the extraction of aminoglycoside antibiotics residues from honey samples,Journal of Chromatography A,10.1016/j.chroma.2018.10.048,2018-12-28,https://api.elsevier.com/content/article/doi/10.1016/j.chroma.2018.10.048?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Deracemization of secondary alcohols by chemo-enzymatic sequence with plant cells,Journal of Biotechnology,10.1016/j.jbiotec.2012.03.015,2012-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.jbiotec.2012.03.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Sex differences in responses of the basolateral-central amygdala circuit to alcohol, corticosterone and their interaction",Neuropharmacology,10.1016/j.neuropharm.2016.11.021,2017-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.neuropharm.2016.11.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Depression inhibits the anti-inflammatory effects of leisure time physical activity and light to moderate alcohol consumption,"Brain, Behavior, and Immunity",10.1016/j.bbi.2013.03.009,2013-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.bbi.2013.03.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A new insight into the photocatalytic reduction of 4-nitroaniline to <ce:italic>p</ce:italic>-phenylenediamine in the presence of alcohols,Applied Catalysis B: Environmental,10.1016/j.apcatb.2012.10.025,2013-02-07,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2012.10.025?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol oxidase protein mediated <ce:italic>in-situ</ce:italic> synthesized and stabilized gold nanoparticles for developing amperometric alcohol biosensor,Biosensors and Bioelectronics,10.1016/j.bios.2015.02.015,2015-07-15,https://api.elsevier.com/content/article/doi/10.1016/j.bios.2015.02.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Pre-teen alcohol use initiation and suicide attempts among middle and high school students: Findings from the 2006 Georgia Student Health Survey,Addictive Behaviors,10.1016/j.addbeh.2009.12.017,2010-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2009.12.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Quantification of EtG in hair, EtG and EtS in urine and PEth species in capillary dried blood spots to assess the alcohol consumption in driver’s licence regranting cases",Drug and Alcohol Dependence,10.1016/j.drugalcdep.2016.06.012,2016-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2016.06.012?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic performance of H-β nanozeolite microspheres in one-pot dynamic kinetic resolution of aromatic <ce:italic>sec</ce:italic>-alcohols,Journal of Catalysis,10.1016/j.jcat.2011.12.021,2012-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2011.12.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermal Stability Test of Sugar Alcohols as Phase Change Materials for Medium Temperature Energy Storage Application,Energy Procedia,10.1016/j.egypro.2014.02.051,2014-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.egypro.2014.02.051?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol and tobacco use disorder comorbidity in young adults and the influence of romantic partner environments,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2013.01.017,2013-09-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2013.01.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Naturally occurring scaffolds for compound library design: convenient access to bis-aryl 1-azaadamantanes carrying a vicinal amino alcohol motif,Tetrahedron Letters,10.1016/j.tetlet.2014.08.020,2014-09-24,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2014.08.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Comparison of the Effect of Different Alcohol Additives with Blended Fuel on Cyclic Variation in Diesel Engine,Energy Procedia,10.1016/j.egypro.2015.07.490,2015-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.egypro.2015.07.490?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Opposite social gradient for alcohol use and misuse among French adolescents,International Journal of Drug Policy,10.1016/j.drugpo.2012.12.007,2013-07-31,https://api.elsevier.com/content/article/doi/10.1016/j.drugpo.2012.12.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The clinical utility of the Medication Adherence Questionnaire (MAQ) in an alcohol pharmacotherapy trial,Journal of Substance Abuse Treatment,10.1016/j.jsat.2017.04.001,2017-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.jsat.2017.04.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Determination of alcohols in essential oils by liquid chromatography with ultraviolet detection after chromogenic derivatization,Journal of Chromatography A,10.1016/j.chroma.2013.04.072,2013-06-28,https://api.elsevier.com/content/article/doi/10.1016/j.chroma.2013.04.072?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Lewis acid-promoted cascade reaction of primary amine, 2-butynedioate, and propargylic alcohol: a convenient approach to 1,2-dihydropyridines and 1<ce:italic>H</ce:italic>-pyrrolo[3,4-<ce:italic>b</ce:italic>]pyridine-5,7(2<ce:italic>H</ce:italic>,6<ce:italic>H</ce:italic>)-diones",Tetrahedron,10.1016/j.tet.2013.07.076,2013-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2013.07.076?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The occurrence of alcohol/drugs by toxicological examination of selected drivers in Hong Kong,Forensic Science International,10.1016/j.forsciint.2017.03.022,2017-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.forsciint.2017.03.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Apparent elevated blood alcohol due to laboratory artefact: A potential cause of misinterpretation,Journal of Forensic and Legal Medicine,10.1016/j.jflm.2016.08.007,2016-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.jflm.2016.08.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fragrances by selective oxidation of long-chain alcohols,Chinese Journal of Catalysis,10.1016/S1872-2067(14)60101-7,2014-06-30,https://api.elsevier.com/content/article/doi/10.1016/S1872-2067(14)60101-7?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly enantioselective addition of arylzinc reagents to aldehydes promoted by chiral aziridine alcohols,Tetrahedron: Asymmetry,10.1016/j.tetasy.2016.10.005,2016-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.tetasy.2016.10.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Nanocrystalline gold supported on Fe-, Ti- and Ce-modified hexagonal mesoporous silica as a catalyst for the aerobic oxidative esterification of benzyl alcohol",Applied Catalysis A: General,10.1016/j.apcata.2011.02.028,2011-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2011.02.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Counselors' reflections on the administration of screening and brief intervention for alcohol problems in the emergency department and 3-month follow-up outcome,Journal of Critical Care,10.1016/j.jcrc.2008.07.002,2009-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.jcrc.2008.07.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Conducting hydrogels originating from high-pressure induced gelation of poly(vinyl alcohol) and in-situ polymerization of aniline,Synthetic Metals,10.1016/j.synthmet.2016.10.002,2016-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.synthmet.2016.10.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Behavior of cetyltrimethylammonium bromide and Triton X-100 mixture at solution–air interface in presence of short-chain alcohols,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2014.04.023,2014-07-20,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2014.04.023?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effectiveness and cost-effectiveness of policies and programmes to reduce the harm caused by alcohol,The Lancet,10.1016/S0140-6736(09)60744-3,2009-07-03,https://api.elsevier.com/content/article/doi/10.1016/S0140-6736(09)60744-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Unexpected properties of NADP-dependent secondary alcohol dehydrogenase (ADH-1) in <ce:italic>Trichomonas vaginalis</ce:italic> and other microaerophilic parasites,Experimental Parasitology,10.1016/j.exppara.2013.03.034,2013-07-31,https://api.elsevier.com/content/article/doi/10.1016/j.exppara.2013.03.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic conversion of syngas to mixed alcohols over Zn-Mn promoted Cu-Fe based catalyst,Applied Catalysis A: General,10.1016/j.apcata.2012.04.005,2012-07-02,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2012.04.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of alcohols with molecular oxygen catalyzed by Ru/MnO<ce:italic><ce:inf loc=post>x</ce:inf></ce:italic>/CeO<ce:inf loc=post>2</ce:inf> under mild conditions,Catalysis Communications,10.1016/j.catcom.2009.01.004,2009-03-10,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2009.01.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Atomic layer deposition of aluminium on anatase: A solid acid catalyst with remarkable performances for alcohol dehydration,Catalysis Communications,10.1016/j.catcom.2017.05.018,2017-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2017.05.018?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
An insight into the superior performance of a gold nanocatalyst on single wall carbon nanotubes to that on titanium dioxide and amorphous carbon for the green aerobic oxidation of aromatic alcohols,New Carbon Materials,10.1016/S1872-5805(17)60121-5,2017-06-30,https://api.elsevier.com/content/article/doi/10.1016/S1872-5805(17)60121-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Blow-driven triboelectric nanogenerator as an active alcohol breath analyzer,Nano Energy,10.1016/j.nanoen.2015.06.006,2015-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.nanoen.2015.06.006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biocatalysed reduction of carboxylic acids to primary alcohols in aqueous medium: A novel synthetic capability of the zygomycete fungus <ce:italic>Syncephalastrum racemosum</ce:italic>,Journal of Molecular Catalysis B: Enzymatic,10.1016/j.molcatb.2015.03.010,2015-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.molcatb.2015.03.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of alcohols using novel crystalline Mo-V-O oxide as heterogeneous catalyst in liquid phase with molecular oxygen,Catalysis Today,10.1016/j.cattod.2008.12.034,2009-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2008.12.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
P-type sub-tungsten-oxide based urchin-like nanostructure for superior room temperature alcohol sensor,Applied Surface Science,10.1016/j.apsusc.2018.02.004,2018-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2018.02.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Offset Printing without Isopropyl Alcohol in Damping Solution,Energy Procedia,10.1016/j.egypro.2015.07.804,2015-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.egypro.2015.07.804?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Water as a proton mediator for dioxygen-selective oxidation of alcohols by a planar dinuclear butterfly-like Cu<ce:glyph name=sbnd></ce:glyph>Cu bonding complex: A combined experimental and computational study,Journal of Catalysis,10.1016/j.jcat.2017.08.013,2017-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2017.08.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Solid polymer electrolytes with poly(vinyl alcohol) and piperidinium based ionic liquid for Li-ion batteries,Solid State Ionics,10.1016/j.ssi.2019.01.024,2019-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.ssi.2019.01.024?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The control of Novozym<ce:sup loc=post>®</ce:sup> 435 chemoselectivity and specificity by the solvents in acylation reactions of amino-alcohols,Journal of Molecular Catalysis B: Enzymatic,10.1016/j.molcatb.2013.06.002,2013-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.molcatb.2013.06.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biotransformation of 6:2 fluorotelomer alcohol by the whole soybean (<ce:italic>Glycine max</ce:italic> L. Merrill) seedlings,Environmental Pollution,10.1016/j.envpol.2019.113513,2020-02-29,https://api.elsevier.com/content/article/doi/10.1016/j.envpol.2019.113513?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis of phthalan and phenethylamine derivatives via addition of alcohols to rhodium(II)-azavinyl carbenoids,Tetrahedron Letters,10.1016/j.tetlet.2017.01.105,2017-03-22,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2017.01.105?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Promoting effects of thoria on the nickel-manganese mixed oxide catalysts for the aerobic oxidation of benzyl alcohol,Arabian Journal of Chemistry,10.1016/j.arabjc.2017.01.017,2017-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.arabjc.2017.01.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective oxidation of benzyl alcohol to benzaldehyde over Co-metalloporphyrin supported on silica nanoparticles,Applied Catalysis A: General,10.1016/j.apcata.2012.08.029,2012-11-28,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2012.08.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Relevance of hemolysis-induced tissue factor expression on monocytes in soft clot formation in alcohol-containing blood,Legal Medicine,10.1016/j.legalmed.2017.01.011,2017-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.legalmed.2017.01.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Copper(II) benzoate dimers coordinated by different linear alcohols – A systematic study of crystal structures,Journal of Molecular Structure,10.1016/j.molstruc.2014.01.080,2014-05-05,https://api.elsevier.com/content/article/doi/10.1016/j.molstruc.2014.01.080?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Copper catalyzed oxidation of benzylic alcohols in water with H<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>2</ce:inf>,Applied Catalysis A: General,10.1016/j.apcata.2011.10.038,2012-01-16,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2011.10.038?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of alcohol solvents treated ZrO(OH)<ce:inf loc=post>2</ce:inf> hydrogel on properties of ZrO<ce:inf loc=post>2</ce:inf> and its catalytic performance in isosynthesis,Journal of Natural Gas Chemistry,10.1016/S1003-9953(11)60324-1,2012-01-31,https://api.elsevier.com/content/article/doi/10.1016/S1003-9953(11)60324-1?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mutual diffusion behavior of short chain alcohols<ce:hsp sp=0.25></ce:hsp>+<ce:hsp sp=0.25></ce:hsp><ce:italic>n</ce:italic>-octane mixtures,Thermochimica Acta,10.1016/j.tca.2015.11.024,2016-01-20,https://api.elsevier.com/content/article/doi/10.1016/j.tca.2015.11.024?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 1: <ce:italic>N</ce:italic>-Alkyl Amine Synthesis by Catalytic Alcohol Amination,Catalytic Amination for N-Alkyl Amine Synthesis,10.1016/B978-0-12-812284-6.00001-9,2018-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-812284-6.00001-9?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
